"Name","Country","Weight","Height","Age","Team","Fight_Result","Fight_Method"
"Tawanchai PK Saenchai","
Thailand ","154.1 LBS / 69.9 KG","5'10"" FT / 180 CM","25 Y","PK Saenchai Muaythaigym","WIN","Unanimous Decision 
R5 (3:00)"
"Tawanchai PK Saenchai","
Thailand ","154.1 LBS / 69.9 KG","5'10"" FT / 180 CM","25 Y","PK Saenchai Muaythaigym","WIN","Knockout 
R2 (1:42)"
"Tawanchai PK Saenchai","
Thailand ","154.1 LBS / 69.9 KG","5'10"" FT / 180 CM","25 Y","PK Saenchai Muaythaigym","WIN","Knockout 
R1 (2:55)"
"Tawanchai PK Saenchai","
Thailand ","154.1 LBS / 69.9 KG","5'10"" FT / 180 CM","25 Y","PK Saenchai Muaythaigym","LOSS","Split Decision 
R3 (3:00)"
"Tawanchai PK Saenchai","
Thailand ","154.1 LBS / 69.9 KG","5'10"" FT / 180 CM","25 Y","PK Saenchai Muaythaigym","WIN","Knockout 
R3 (0:35)"
"Aaron Canarte","
Ecuador ","153.66 LBS / 69.7 KG","5'8"" FT / 173 CM","28 Y","Entram","LOSS","Unanimous Decision 
R3 (5:00)"
"Aaron Canarte","
Ecuador ","153.66 LBS / 69.7 KG","5'8"" FT / 173 CM","28 Y","Entram","LOSS","TKO 
R1 (0:41)"
"Abdallah Ondash","
Lebanon ","125 LBS / 56.7 KG","5'8"" FT / 173 CM","23 Y","Tiger Muay Thai","LOSS","Majority Decision 
R3 (3:00)"
"Abdallah Ondash","
Lebanon ","125 LBS / 56.7 KG","5'8"" FT / 173 CM","23 Y","Tiger Muay Thai","WIN","Unanimous Decision 
R3 (3:00)"
"Abdallah Ondash","
Lebanon ","125 LBS / 56.7 KG","5'8"" FT / 173 CM","23 Y","Tiger Muay Thai","WIN","Knockout 
R1 (1:12)"
"Abdallah Ondash","
Lebanon ","125 LBS / 56.7 KG","5'8"" FT / 173 CM","23 Y","Tiger Muay Thai","WIN","Split Decision 
R3 (3:00)"
"Abdallah Ondash","
Lebanon ","125 LBS / 56.7 KG","5'8"" FT / 173 CM","23 Y","Tiger Muay Thai","WIN","Knockout 
R3 (2:59)"
"Abdulla Dayakaev","
Russia ",NA,"5'10"" FT / 179 CM","22 Y","Team Mehdi Zatout","LOSS","Unanimous Decision 
R3 (3:00)"
"Abdulla Dayakaev","
Russia ",NA,"5'10"" FT / 179 CM","22 Y","Team Mehdi Zatout","WIN","Knockout 
R1 (2:34)"
"Abdulla Dayakaev","
Russia ",NA,"5'10"" FT / 179 CM","22 Y","Team Mehdi Zatout","WIN","Majority Decision 
R3 (3:00)"
"Abdulla Dayakaev","
Russia ",NA,"5'10"" FT / 179 CM","22 Y","Team Mehdi Zatout","WIN","Knockout 
R2 (1:39)"
"Abdulla Dayakaev","
Russia ",NA,"5'10"" FT / 179 CM","22 Y","Team Mehdi Zatout","WIN","Majority Decision 
R3 (3:00)"
"Adrian Pang","
Australia ","169.98 LBS / 77.1 KG","5'8"" FT / 174 CM","47 Y","Integrated MMA","LOSS","TKO 
R2 (1:27)"
"Adrian Pang","
Australia ","169.98 LBS / 77.1 KG","5'8"" FT / 174 CM","47 Y","Integrated MMA","WIN","TKO 
R1 (5:00)"
"Adrian Pang","
Australia ","169.98 LBS / 77.1 KG","5'8"" FT / 174 CM","47 Y","Integrated MMA","LOSS","Split Decision 
R3"
"Adrian Pang","
Australia ","169.98 LBS / 77.1 KG","5'8"" FT / 174 CM","47 Y","Integrated MMA","LOSS","Unanimous Decision 
R3"
"Adrian Pang","
Australia ","169.98 LBS / 77.1 KG","5'8"" FT / 174 CM","47 Y","Integrated MMA","LOSS","Split Decision 
R3 (5:00)"
"Adrian Pang","
Australia ","169.98 LBS / 77.1 KG","5'8"" FT / 174 CM","47 Y","Integrated MMA","LOSS","Unanimous Decision 
R3 (5:00)"
"Adrian Pang","
Australia ","169.98 LBS / 77.1 KG","5'8"" FT / 174 CM","47 Y","Integrated MMA","WIN","Submission 
R3 (2:15)"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","LOSS","Unanimous Decision 
R5 (5:00)"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","LOSS","Knockout 
R4 (3:50)"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","WIN","Submission 
R3 (3:58)"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","WIN","Knockout 
R2 (2:24)"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","WIN","Unanimous Decision 
R5"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","LOSS","Split Decision 
R5"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","WIN","Submission 
R1 (4:45)"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","WIN","Unanimous Decision 
R5"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","WIN","Submission 
R2 (4:49)"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","WIN","Submission 
R1 (4:53)"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","LOSS","Split Decision 
R5 (5:00)"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","WIN","Unanimous Decision 
R5 (5:00)"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","WIN","Submission 
R2 (3:54)"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","WIN","Submission 
R2 (3:48)"
"Adriano Moraes","
Brazil ","134.04 LBS / 60.8 KG","5'7"" FT / 172 CM","36 Y","American Top Team / Constrictor Team","LOSS","Split Decision 
R3 (5:00)"
"Aekkalak Sor Samarngarment","
Thailand ","123.46 LBS / 56 KG","5'6"" FT / 170 CM","25 Y","Sor Samarngarment","WIN","Unanimous Decision 
R3 (3:00)"
"Aekkalak Sor Samarngarment","
Thailand ","123.46 LBS / 56 KG","5'6"" FT / 170 CM","25 Y","Sor Samarngarment","LOSS","Unanimous Decision 
R3 (3:00)"
"Akbar Abdullaev","
Kyrgyzstan ","154.98 LBS / 70.3 KG","5'9"" FT / 177 CM","27 Y","Al Munar Team / Tiger Muay Thai","WIN","Knockout 
R2 (2:52)"
"Akbar Abdullaev","
Kyrgyzstan ","154.98 LBS / 70.3 KG","5'9"" FT / 177 CM","27 Y","Al Munar Team / Tiger Muay Thai","WIN","TKO 
R1 (0:41)"
"Akbar Abdullaev","
Kyrgyzstan ","154.98 LBS / 70.3 KG","5'9"" FT / 177 CM","27 Y","Al Munar Team / Tiger Muay Thai","WIN","TKO 
R1 (0:44)"
"Akkaradet Guaybangkorlaem","
Thailand ","114.2 LBS / 51.8 KG","5'4"" FT / 163 CM","23 Y","Guaybangkorlaem","LOSS","Knockout 
R1 (1:37)"
"Akram Hamidi","
Algeria / France ",NA,"5'6"" FT / 168 CM","25 Y","Team Valente","LOSS","Knockout 
R1 (1:22)"
"Akram Hamidi","
Algeria / France ",NA,"5'6"" FT / 168 CM","25 Y","Team Valente","WIN","TKO 
R1 (1:41)"
"Akram Hamidi","
Algeria / France ",NA,"5'6"" FT / 168 CM","25 Y","Team Valente","LOSS","Unanimous Decision 
R3 (3:00)"
"Akram Hamidi","
Algeria / France ",NA,"5'6"" FT / 168 CM","25 Y","Team Valente","WIN","TKO 
R2 (0:36)"
"Alan Yauny","
Argentina ",NA,"5'8"" FT / 173 CM","27 Y","Bangtao Muay Thai & MMA","LOSS","Unanimous Decision 
R3 (3:00)"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","LOSS","TKO 
R2 (1:59)"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","WIN","Knockout 
R1 (1:39)"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","LOSS","Unanimous Decision 
R3 (3:00)"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","LOSS","Knockout 
R3 (2:14)"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","WIN","Split Decision 
R3 (3:00)"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","WIN","Knockout 
R1 (2:39)"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","LOSS","Knockout 
R2 (1:56)"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","WIN","Unanimous Decision 
R5 (3:00)"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","WIN","TKO 
R1 (2:25)"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","LOSS","Split Decision 
R3"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","LOSS","Unanimous Decision 
R3"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","WIN","Knockout 
R1 (0:59)"
"Alaverdi Ramazanov","
Russia ","144.4 LBS / 65.5 KG","5'10"" FT / 180 CM","29 Y","Team Mehdi Zatout","WIN","Unanimous Decision 
R3"
"Albert Tu'ua","
Samoa ","145.06 LBS / 65.8 KG","5'6"" FT / 168 CM","23 Y","Heart Out Muay Thai",NA,NA
"Alessandro Sara","
Italy ","145.06 LBS / 65.8 KG","5'10"" FT / 179 CM","23 Y","Jitmuangnon Gym","LOSS","Knockout 
R1 (1:39)"
"Alessandro Sara","
Italy ","145.06 LBS / 65.8 KG","5'10"" FT / 179 CM","23 Y","Jitmuangnon Gym","LOSS","Knockout 
R1 (2:05)"
"Alessio Malatesta","
Italy ","149.25 LBS / 67.7 KG","5'8"" FT / 175 CM","23 Y","Team Malatesta","WIN","TKO 
R1 (2:19)"
"Alessio Malatesta","
Italy ","149.25 LBS / 67.7 KG","5'8"" FT / 175 CM","23 Y","Team Malatesta","LOSS","Unanimous Decision 
R3 (3:00)"
"Alex Bublea","
Romania ",NA,"5'11"" FT / 181 CM","36 Y","PK Saenchai Muaythaigym","WIN","Unanimous Decision 
R3 (3:00)"
"Alex Roberts","
Australia ",NA,"6'3"" FT / 192 CM","35 Y","The Pit","LOSS","TKO 
R1 (0:33)"
"Alex Roberts","
Australia ",NA,"6'3"" FT / 192 CM","35 Y","The Pit","LOSS","Knockout 
R2 (0:25)"
"Alexandr Skvortsov","
Russia ",NA,"5'10"" FT / 178 CM","27 Y","PancherNN","WIN","Majority Decision 
R3 (3:00)"
"Alexey Balyko","
Russia ","139.11 LBS / 63.1 KG","5'6"" FT / 170 CM","31 Y","Tiger Muay Thai","LOSS","Knockout 
R1 (2:14)"
"Alexey Balyko","
Russia ","139.11 LBS / 63.1 KG","5'6"" FT / 170 CM","31 Y","Tiger Muay Thai","WIN","Knockout 
R1 (2:42)"
"Alexey Balyko","
Russia ","139.11 LBS / 63.1 KG","5'6"" FT / 170 CM","31 Y","Tiger Muay Thai","LOSS","Unanimous Decision 
R3 (3:00)"
"Alexey Balyko","
Russia ","139.11 LBS / 63.1 KG","5'6"" FT / 170 CM","31 Y","Tiger Muay Thai","WIN","Knockout 
R3 (0:22)"
"Alexey Balyko","
Russia ","139.11 LBS / 63.1 KG","5'6"" FT / 170 CM","31 Y","Tiger Muay Thai","WIN","Unanimous Decision 
R3 (3:00)"
"Alfie Ponting","
United Kingdom ",NA,"5'10"" FT / 180 CM","19 Y","Masda Gym Liverpool","LOSS","Majority Decision 
R3 (3:00)"
"Ali-Khan Ergeshov","
Kyrgyzstan ",NA,"5'10"" FT / 178 CM","22 Y","Tiger Muay Thai","LOSS","TKO 
R3 (1:23)"
"Ali Motamed","
Iran ","145.06 LBS / 65.8 KG","5'6"" FT / 168 CM","33 Y","Team Envisage","LOSS","TKO 
R2 (1:38)"
"Ali Motamed","
Iran ","145.06 LBS / 65.8 KG","5'6"" FT / 168 CM","33 Y","Team Envisage","LOSS","TKO 
R1 (1:56)"
"Ali Motamed","
Iran ","145.06 LBS / 65.8 KG","5'6"" FT / 168 CM","33 Y","Team Envisage","WIN","Split Decision 
R3"
"Ali Motamed","
Iran ","145.06 LBS / 65.8 KG","5'6"" FT / 168 CM","33 Y","Team Envisage","WIN","Unanimous Decision 
R3"
"Ali Motamed","
Iran ","145.06 LBS / 65.8 KG","5'6"" FT / 168 CM","33 Y","Team Envisage","LOSS","TKO 
R2"
"Ali Saldoev","
Russia ","137.79 LBS / 62.5 KG","5'8"" FT / 173 CM","24 Y","Archangel Michel","LOSS","Knockout 
R2 (0:23)"
"Ali Saldoev","
Russia ","137.79 LBS / 62.5 KG","5'8"" FT / 173 CM","24 Y","Archangel Michel","WIN","Knockout 
R2 (0:51)"
"Ali Serik","
Kazakhstan ",NA,"5'7"" FT / 172 CM","19 Y","Titan Fight Club","LOSS","Knockout 
R1 (1:04)"
"Aliasghar Ghodratisaraskan","
Iran ",NA,"5'9"" FT / 176 CM","27 Y","Family Muay Thai","LOSS","Knockout 
R2 (1:20)"
"Aliff Sor Dechapan","
Malaysia / Thailand ",NA,"5'9"" FT / 177 CM","20 Y","Sor Dechapan","WIN","Knockout 
R1 (1:37)"
"Aliff Sor Dechapan","
Malaysia / Thailand ",NA,"5'9"" FT / 177 CM","20 Y","Sor Dechapan","LOSS","Split Decision 
R3 (3:00)"
"Aliff Sor Dechapan","
Malaysia / Thailand ",NA,"5'9"" FT / 177 CM","20 Y","Sor Dechapan","LOSS","Unanimous Decision 
R3 (3:00)"
"Aliff Sor Dechapan","
Malaysia / Thailand ",NA,"5'9"" FT / 177 CM","20 Y","Sor Dechapan","WIN","Knockout 
R1 (1:44)"
"Aliff Sor Dechapan","
Malaysia / Thailand ",NA,"5'9"" FT / 177 CM","20 Y","Sor Dechapan","WIN","Unanimous Decision 
R3 (3:00)"
"Aliff Sor Dechapan","
Malaysia / Thailand ",NA,"5'9"" FT / 177 CM","20 Y","Sor Dechapan","WIN","Knockout 
R1 (0:50)"
"Aliff Sor Dechapan","
Malaysia / Thailand ",NA,"5'9"" FT / 177 CM","20 Y","Sor Dechapan","WIN","TKO 
R2 (0:46)"
"Alma Juniku","
Australia ","115.08 LBS / 52.2 KG","5'4"" FT / 163 CM","23 Y","Modern Warrior Muay Thai","LOSS","Unanimous Decision 
R3 (3:00)"
"Alma Juniku","
Australia ","115.08 LBS / 52.2 KG","5'4"" FT / 163 CM","23 Y","Modern Warrior Muay Thai","LOSS","Majority Decision 
R3 (3:00)"
"Alma Juniku","
Australia ","115.08 LBS / 52.2 KG","5'4"" FT / 163 CM","23 Y","Modern Warrior Muay Thai","LOSS","Unanimous Decision 
R5 (3:00)"
"Amber Kitchen","
United Kingdom ","128.09 LBS / 58.1 KG","5'6"" FT / 170 CM","25 Y","Bad Company","LOSS","Unanimous Decision 
R3 (3:00)"
"Amber Kitchen","
United Kingdom ","128.09 LBS / 58.1 KG","5'6"" FT / 170 CM","25 Y","Bad Company","LOSS","Unanimous Decision 
R3 (3:00)"
"Amber Kitchen","
United Kingdom ","128.09 LBS / 58.1 KG","5'6"" FT / 170 CM","25 Y","Bad Company","LOSS","Unanimous Decision 
R3 (3:00)"
"Amber Kitchen","
United Kingdom ","128.09 LBS / 58.1 KG","5'6"" FT / 170 CM","25 Y","Bad Company","LOSS","Split Decision 
R3 (3:00)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","LOSS","Knockout 
R3 (1:57)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","LOSS","Knockout 
R1 (3:29)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","Split Decision 
R3 (5:00)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","LOSS","Split Decision 
R3 (5:00)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","Knockout 
R1 (4:47)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","LOSS","Submission 
R1 (1:39)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","Split Decision 
R3 (5:00)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","LOSS","Knockout 
R1 (2:56)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","LOSS","Submission 
R3 (1:13)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","LOSS","Unanimous Decision 
R5 (5:00)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","Submission 
R1 (4:34)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","TKO 
R2 (3:39)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","LOSS","Unanimous Decision 
R3"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","Unanimous Decision 
R3"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","Knockout 
R1 (3:46)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","TKO 
R1 (1:29)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","Submission 
R3 (2:22)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","TKO 
R1 (3:39)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","LOSS","Split Decision 
R3 (5:00)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","TKO 
R3 (3:20)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","Knockout 
R1 (1:25)"
"Amir Khan","
Singapore ","169.09 LBS / 76.7 KG","5'10"" FT / 180 CM","29 Y","Evolve MMA","WIN","TKO 
R1 (2:25)"
"Amir Naseri","
Iran / Malaysia ","134.26 LBS / 60.9 KG","5'8"" FT / 175 CM","32 Y","Tiger Muay Thai","LOSS","Unanimous Decision 
R3 (3:00)"
"Amir Naseri","
Iran / Malaysia ","134.26 LBS / 60.9 KG","5'8"" FT / 175 CM","32 Y","Tiger Muay Thai","LOSS","Unanimous Decision 
R3 (3:00)"
"Amir Naseri","
Iran / Malaysia ","134.26 LBS / 60.9 KG","5'8"" FT / 175 CM","32 Y","Tiger Muay Thai","LOSS","Unanimous Decision 
R3 (3:00)"
"Amnartdet Sitnayokmot","
Thailand ",NA,"5'4"" FT / 165 CM","21 Y","Sor Phumipat","LOSS","TKO 
R3 (2:54)"
"Amnuaydet Wor Wantawee","
Thailand ",NA,"5'3"" FT / 161 CM","28 Y","Wor Wantawee","WIN","Knockout 
R1 (2:39)"
"Amy Pirnie","
Scotland ",NA,"5'3"" FT / 162 CM","31 Y","Inferno Muay Thai","LOSS","Unanimous Decision 
R3 (3:00)"
"Amy Pirnie","
Scotland ",NA,"5'3"" FT / 162 CM","31 Y","Inferno Muay Thai","WIN","Knockout 
R1 (0:49)"
"An Bunhour","
Cambodia ",NA,"5'2"" FT / 160 CM","28 Y","Kiatsongrit gym","LOSS","TKO 
R1 (1:07)"
"Anderson Silva","
Brazil ","225.09 LBS / 102.1 KG","6'3"" FT / 192 CM","38 Y","Newlevel Muaythai Academy / TFT","LOSS","Unanimous Decision 
R3 (3:00)"
"Anderson Silva","
Brazil ","225.09 LBS / 102.1 KG","6'3"" FT / 192 CM","38 Y","Newlevel Muaythai Academy / TFT","LOSS","Submission 
R1 (2:55)"
"Anderson Silva","
Brazil ","225.09 LBS / 102.1 KG","6'3"" FT / 192 CM","38 Y","Newlevel Muaythai Academy / TFT","LOSS","Unanimous Decision 
R3 (3:00)"
"Anderson Silva","
Brazil ","225.09 LBS / 102.1 KG","6'3"" FT / 192 CM","38 Y","Newlevel Muaythai Academy / TFT","LOSS","Knockout 
R1 (1:57)"
"Anderson Silva","
Brazil ","225.09 LBS / 102.1 KG","6'3"" FT / 192 CM","38 Y","Newlevel Muaythai Academy / TFT","WIN","Knockout 
R1 (2:19)"
"Anderson Silva","
Brazil ","225.09 LBS / 102.1 KG","6'3"" FT / 192 CM","38 Y","Newlevel Muaythai Academy / TFT","LOSS","Unanimous Decision 
R3 (3:00)"
"Anderson Silva","
Brazil ","225.09 LBS / 102.1 KG","6'3"" FT / 192 CM","38 Y","Newlevel Muaythai Academy / TFT","WIN","Knockout 
R1 (1:14)"
"Andrey Khromov","
Russia ",NA,"5'11"" FT / 181 CM","33 Y","Imperia club","LOSS","Knockout 
R2 (1:30)"
"Angela Chang","
United States ",NA,"5'1"" FT / 157 CM","32 Y","Looksuan","LOSS","Unanimous Decision 
R3 (3:00)"
"Angelos Giakoumis","
Greece ",NA,"5'5"" FT / 167 CM","31 Y","BG Kickboxing / Power House Phuket","LOSS","Unanimous Decision 
R3 (3:00)"
"Angelos Giakoumis","
Greece ",NA,"5'5"" FT / 167 CM","31 Y","BG Kickboxing / Power House Phuket","LOSS","Unanimous Decision 
R3 (3:00)"
"Anissa Meksen","
Algeria / France ","114.64 LBS / 52 KG","5'6"" FT / 168 CM","36 Y","Korean Tiger Studios","LOSS","Unanimous Decision 
R5 (3:00)"
"Anissa Meksen","
Algeria / France ","114.64 LBS / 52 KG","5'6"" FT / 168 CM","36 Y","Korean Tiger Studios","WIN","Unanimous Decision 
R3 (3:00)"
"Anissa Meksen","
Algeria / France ","114.64 LBS / 52 KG","5'6"" FT / 168 CM","36 Y","Korean Tiger Studios","WIN","Unanimous Decision 
R3 (3:00)"
"Anissa Meksen","
Algeria / France ","114.64 LBS / 52 KG","5'6"" FT / 168 CM","36 Y","Korean Tiger Studios","WIN","TKO 
R2 (2:27)"
"Anna Jaroonsak","
Thailand ","117.07 LBS / 53.1 KG","5'7"" FT / 172 CM","20 Y","Jaroonsak Muaythai","LOSS","TKO 
R1 (2:54)"
"Anna Jaroonsak","
Thailand ","117.07 LBS / 53.1 KG","5'7"" FT / 172 CM","20 Y","Jaroonsak Muaythai","WIN","Unanimous Decision 
R3 (3:00)"
"Anna Jaroonsak","
Thailand ","117.07 LBS / 53.1 KG","5'7"" FT / 172 CM","20 Y","Jaroonsak Muaythai","LOSS","Split Decision 
R3 (3:00)"
"Anna Jaroonsak","
Thailand ","117.07 LBS / 53.1 KG","5'7"" FT / 172 CM","20 Y","Jaroonsak Muaythai","WIN","Split Decision 
R3 (3:00)"
"Anna Jaroonsak","
Thailand ","117.07 LBS / 53.1 KG","5'7"" FT / 172 CM","20 Y","Jaroonsak Muaythai","WIN","Knockout 
R1 (1:00)"
"Antar Kacem","
Belarus ","144.18 LBS / 65.4 KG","6'0"" FT / 183 CM","25 Y","Team Mehdi Zatout / Team Nasser K","LOSS","Knockout 
R3 (1:48)"
"Antar Kacem","
Belarus ","144.18 LBS / 65.4 KG","6'0"" FT / 183 CM","25 Y","Team Mehdi Zatout / Team Nasser K","LOSS","Unanimous Decision 
R3 (3:00)"
"Antar Kacem","
Belarus ","144.18 LBS / 65.4 KG","6'0"" FT / 183 CM","25 Y","Team Mehdi Zatout / Team Nasser K","WIN","Unanimous Decision 
R3 (3:00)"
"Antar Kacem","
Belarus ","144.18 LBS / 65.4 KG","6'0"" FT / 183 CM","25 Y","Team Mehdi Zatout / Team Nasser K","WIN","Knockout 
R2 (2:36)"
"Antar Kacem","
Belarus ","144.18 LBS / 65.4 KG","6'0"" FT / 183 CM","25 Y","Team Mehdi Zatout / Team Nasser K","LOSS","Split Decision 
R3 (3:00)"
"Anton Petrov","
Bulgaria ",NA,"5'10"" FT / 178 CM","25 Y","Anton Petrov Academy / Phuket Fight Club","LOSS","Unanimous Decision 
R3 (3:00)"
"Anton Petrov","
Bulgaria ",NA,"5'10"" FT / 178 CM","25 Y","Anton Petrov Academy / Phuket Fight Club","WIN","TKO 
R1 (2:23)"
"Antonio Orden","
Spain ","123.9 LBS / 56.2 KG","5'7"" FT / 172 CM","33 Y","El Origen Thaimartin","WIN","Split Decision 
R3 (3:00)"
"Anurak Wankhongohm MBK","
Thailand ",NA,"5'6"" FT / 170 CM","23 Y","TDed99","LOSS","TKO 
R1 (1:57)"
"Apidet FiatPathum","
Thailand ","121.25 LBS / 55 KG","5'8"" FT / 175 CM","19 Y","Fiatpathum","LOSS","Split Decision 
R3 (3:00)"
"Apidet FiatPathum","
Thailand ","121.25 LBS / 55 KG","5'8"" FT / 175 CM","19 Y","Fiatpathum","WIN","Knockout 
R2 (0:21)"
"Apidet Namduemmee77","
Thailand ","116.85 LBS / 53 KG","5'6"" FT / 169 CM",NA,"Kiatpetch","LOSS","Unanimous Decision 
R3 (3:00)"
"Apisit Fairtex","
Thailand ",NA,"5'7"" FT / 172 CM","36 Y","Fairtex Training Center","WIN","Unanimous Decision 
R3 (3:00)"
"Apiwat Sor Somnuk","
Thailand ","129.63 LBS / 58.8 KG","5'4"" FT / 165 CM","32 Y","Sor Somnuk","WIN","Knockout 
R2 (1:23)"
"Apiwat Sor Somnuk","
Thailand ","129.63 LBS / 58.8 KG","5'4"" FT / 165 CM","32 Y","Sor Somnuk","LOSS","Unanimous Decision 
R3 (3:00)"
"Apiwat Sor Somnuk","
Thailand ","129.63 LBS / 58.8 KG","5'4"" FT / 165 CM","32 Y","Sor Somnuk","WIN","Unanimous Decision 
R3 (3:00)"
