"Name","Country","Weight","Height","Age","Team","Fight_Result","Fight_Method"
"Aslamjon Ortikov","
Uzbekistan ","127.21 LBS / 57.7 KG","5'8"" FT / 174 CM","21 Y","Sport club Shakhriyor / TC Muaythai","WIN","Knockout 
R1 (2:33)"
"Aslamjon Ortikov","
Uzbekistan ","127.21 LBS / 57.7 KG","5'8"" FT / 174 CM","21 Y","Sport club Shakhriyor / TC Muaythai","WIN","TKO 
R3 (0:50)"
"Aslamjon Ortikov","
Uzbekistan ","127.21 LBS / 57.7 KG","5'8"" FT / 174 CM","21 Y","Sport club Shakhriyor / TC Muaythai","WIN","Unanimous Decision 
R3 (3:00)"
"Aslanbek Zikreev","
Russia ","124.56 LBS / 56.5 KG","5'4"" FT / 165 CM","29 Y","Kuzbass Muay Thai","LOSS","Unanimous Decision 
R3 (3:00)"
"Aslanbek Zikreev","
Russia ","124.56 LBS / 56.5 KG","5'4"" FT / 165 CM","29 Y","Kuzbass Muay Thai","LOSS","Split Decision 
R3 (3:00)"
"Aslanbek Zikreev","
Russia ","124.56 LBS / 56.5 KG","5'4"" FT / 165 CM","29 Y","Kuzbass Muay Thai","WIN","Split Decision 
R3 (3:00)"
"Aslanbek Zikreev","
Russia ","124.56 LBS / 56.5 KG","5'4"" FT / 165 CM","29 Y","Kuzbass Muay Thai","LOSS","Unanimous Decision 
R3 (3:00)"
"Aslanbek Zikreev","
Russia ","124.56 LBS / 56.5 KG","5'4"" FT / 165 CM","29 Y","Kuzbass Muay Thai","WIN","Split Decision 
R3 (3:00)"
"Attachai Kelasport","
Thailand ","120.81 LBS / 54.8 KG","5'6"" FT / 168 CM","22 Y","Boxing Army 3","WIN","Unanimous Decision 
R3 (3:00)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","LOSS","TKO 
R2 (2:48)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","Submission 
R2 (0:48)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","TKO 
R1 (1:29)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","TKO 
R1 (1:42)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","LOSS","Unanimous Decision 
R3 (5:00)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","Knockout 
R1 (3:45)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","LOSS","Unanimous Decision 
R5 (5:00)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","LOSS","Submission 
R1 (3:26)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","TKO 
R2 (3:23)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","TKO 
R2 (4:41)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","TKO 
R1 (2:21)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","Knockout 
R5 (3:30)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","Knockout 
R1 (0:56)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","Submission 
R1 (4:31)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","Unanimous Decision 
R5"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","Unanimous Decision 
R3 (5:00)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","Submission 
R2 (1:57)"
"Aung La N Sang","
Myanmar [Burma] ","203.27 LBS / 92.2 KG","6'0"" FT / 185 CM","39 Y","Kill Cliff FC","WIN","Submission 
R1 (2:38)"
"Avatar PK Saenchai","
Thailand ",NA,"5'7"" FT / 172 CM","31 Y","PK Saenchai Muaythaigym","LOSS","Majority Decision 
R3 (3:00)"
"Avatar PK Saenchai","
Thailand ",NA,"5'7"" FT / 172 CM","31 Y","PK Saenchai Muaythaigym","LOSS","Unanimous Decision 
R3 (3:00)"
"Avatar PK Saenchai","
Thailand ",NA,"5'7"" FT / 172 CM","31 Y","PK Saenchai Muaythaigym","WIN","Knockout 
R3 (1:48)"
"Avatar PK Saenchai","
Thailand ",NA,"5'7"" FT / 172 CM","31 Y","PK Saenchai Muaythaigym","WIN","Unanimous Decision 
R3 (3:00)"
"Avatar PK Saenchai","
Thailand ",NA,"5'7"" FT / 172 CM","31 Y","PK Saenchai Muaythaigym","WIN","Split Decision 
R3 (3:00)"
"Avatar PK Saenchai","
Thailand ",NA,"5'7"" FT / 172 CM","31 Y","PK Saenchai Muaythaigym","WIN","Unanimous Decision 
R3 (3:00)"
"Avatar PK Saenchai","
Thailand ",NA,"5'7"" FT / 172 CM","31 Y","PK Saenchai Muaythaigym","LOSS","Split Decision 
R3 (3:00)"
"Avatar PK Saenchai","
Thailand ",NA,"5'7"" FT / 172 CM","31 Y","PK Saenchai Muaythaigym","LOSS","Majority Decision 
R3 (3:00)"
"Award Kazimba","
Uganda ",NA,"5'9"" FT / 177 CM","25 Y","King of Muaythai","LOSS","Unanimous Decision 
R3 (3:00)"
"Ayad Albadr","
Iraq ",NA,"5'7"" FT / 172 CM","23 Y","Venum Training Camp","LOSS","Unanimous Decision 
R3 (3:00)"
"Ayad Albadr","
Iraq ",NA,"5'7"" FT / 172 CM","23 Y","Venum Training Camp","LOSS","Unanimous Decision 
R3 (3:00)"
"Little Tiger","
Japan ","115.08 LBS / 52.2 KG","5'1"" FT / 157 CM","41 Y","Team Thai-Yo","LOSS","Unanimous Decision 
R3 (3:00)"
"Little Tiger","
Japan ","115.08 LBS / 52.2 KG","5'1"" FT / 157 CM","41 Y","Team Thai-Yo","LOSS","Unanimous Decision 
R3"
"Azize Hlali","
Morocco ","145.06 LBS / 65.8 KG","5'10"" FT / 180 CM","34 Y","Venum Training Camp","LOSS","Unanimous Decision 
R3 (3:00)"
"Bampara Kouyate","
France ",NA,"6'1"" FT / 187 CM","29 Y","Team Mehdi Zatout","WIN","TKO 
R3 (2:08)"
"Bampara Kouyate","
France ",NA,"6'1"" FT / 187 CM","29 Y","Team Mehdi Zatout","LOSS","Unanimous Decision 
R3 (3:00)"
"Banluerit Or Atchariya","
Thailand ",NA,"5'2"" FT / 159 CM","27 Y","Detrat","WIN","Knockout 
R1 (2:38)"
"Banna Hayashi","
Japan ","125.66 LBS / 57 KG","5'6"" FT / 170 CM","20 Y","RS Team","WIN","Knockout 
R1 (2:07)"
"Baramee Sujeebameekiew","
Thailand ","137.57 LBS / 62.4 KG","5'6"" FT / 169 CM","24 Y","Sujeebameekiew","LOSS","Knockout 
R2 (0:30)"
"Baramee Sujeebameekiew","
Thailand ","137.57 LBS / 62.4 KG","5'6"" FT / 169 CM","24 Y","Sujeebameekiew","WIN","Majority Decision 
R3 (3:00)"
"Barbara Aguiar","
Brazil ",NA,"5'5"" FT / 166 CM","29 Y","Phuket Fight Club","LOSS","Unanimous Decision 
R3 (3:00)"
"Batman Or Atchariya","
Thailand ",NA,"5'8"" FT / 173 CM","29 Y","Kiatphet Gym","WIN","Knockout 
R1 (1:37)"
"Batman Or Atchariya","
Thailand ",NA,"5'8"" FT / 173 CM","29 Y","Kiatphet Gym","LOSS","Unanimous Decision 
R3 (3:00)"
"Batman Or Atchariya","
Thailand ",NA,"5'8"" FT / 173 CM","29 Y","Kiatphet Gym","LOSS","Majority Decision 
R3 (3:00)"
"Beckham Bigwinchampiongym","
Japan / Thailand ",NA,"5'10"" FT / 178 CM","28 Y","Banchamek Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Beybulat Isaev","
Russia ","224.43 LBS / 101.8 KG","6'2"" FT / 190 CM","30 Y","Fight Club NORD 86","WIN","TKO 
R1 (0:33)"
"Beybulat Isaev","
Russia ","224.43 LBS / 101.8 KG","6'2"" FT / 190 CM","30 Y","Fight Club NORD 86","WIN","Unanimous Decision 
R3 (3:00)"
"Beybulat Isaev","
Russia ","224.43 LBS / 101.8 KG","6'2"" FT / 190 CM","30 Y","Fight Club NORD 86","LOSS","Knockout 
R1 (0:31)"
"Beybulat Isaev","
Russia ","224.43 LBS / 101.8 KG","6'2"" FT / 190 CM","30 Y","Fight Club NORD 86","WIN","Unanimous Decision 
R3 (3:00)"
"Beybulat Isaev","
Russia ","224.43 LBS / 101.8 KG","6'2"" FT / 190 CM","30 Y","Fight Club NORD 86","WIN","Knockout 
R1 (1:22)"
"Beybulat Isaev","
Russia ","224.43 LBS / 101.8 KG","6'2"" FT / 190 CM","30 Y","Fight Club NORD 86","LOSS","Knockout 
R1 (2:19)"
"Bhumjaithai Mor Tor 1","
Thailand ","122.8 LBS / 55.7 KG","5'6"" FT / 170 CM","22 Y","PK Saenchai Muaythaigym","WIN","TKO 
R3 (1:00)"
"Bhumjaithai Mor Tor 1","
Thailand ","122.8 LBS / 55.7 KG","5'6"" FT / 170 CM","22 Y","PK Saenchai Muaythaigym","LOSS","Unanimous Decision 
R3 (3:00)"
"Bi Nguyen","
United States / Vietnam ","114.86 LBS / 52.1 KG","4'11"" FT / 150 CM","34 Y","Heritage Muay Thai / Xtreme Couture","LOSS","Unanimous Decision 
R3 (5:00)"
"Bi Nguyen","
United States / Vietnam ","114.86 LBS / 52.1 KG","4'11"" FT / 150 CM","34 Y","Heritage Muay Thai / Xtreme Couture","LOSS","Unanimous Decision 
R3 (5:00)"
"Bi Nguyen","
United States / Vietnam ","114.86 LBS / 52.1 KG","4'11"" FT / 150 CM","34 Y","Heritage Muay Thai / Xtreme Couture","WIN","Split Decision 
R3 (5:00)"
"Bi Nguyen","
United States / Vietnam ","114.86 LBS / 52.1 KG","4'11"" FT / 150 CM","34 Y","Heritage Muay Thai / Xtreme Couture","LOSS","Unanimous Decision 
R3 (5:00)"
"Bi Nguyen","
United States / Vietnam ","114.86 LBS / 52.1 KG","4'11"" FT / 150 CM","34 Y","Heritage Muay Thai / Xtreme Couture","LOSS","Unanimous Decision 
R3 (5:00)"
"Bi Nguyen","
United States / Vietnam ","114.86 LBS / 52.1 KG","4'11"" FT / 150 CM","34 Y","Heritage Muay Thai / Xtreme Couture","WIN","Split Decision 
R3 (3:00)"
"Bi Nguyen","
United States / Vietnam ","114.86 LBS / 52.1 KG","4'11"" FT / 150 CM","34 Y","Heritage Muay Thai / Xtreme Couture","LOSS","Split Decision 
R3 (5:00)"
"Bi Nguyen","
United States / Vietnam ","114.86 LBS / 52.1 KG","4'11"" FT / 150 CM","34 Y","Heritage Muay Thai / Xtreme Couture","WIN","TKO 
R1 (3:55)"
"Binladin Sangmorakot","
Thailand ",NA,"5'4"" FT / 164 CM","24 Y","Sangmorakot","LOSS","Knockout 
R1 (2:24)"
"Black Panther","
Thailand ",NA,"5'6"" FT / 168 CM","24 Y","Team Mehdi Zatout","WIN","Knockout 
R2 (0:23)"
"Black Panther","
Thailand ",NA,"5'6"" FT / 168 CM","24 Y","Team Mehdi Zatout","WIN","Unanimous Decision 
R3 (3:00)"
"Black Panther","
Thailand ",NA,"5'6"" FT / 168 CM","24 Y","Team Mehdi Zatout","WIN","Split Decision 
R3 (3:00)"
"Black Panther","
Thailand ",NA,"5'6"" FT / 168 CM","24 Y","Team Mehdi Zatout","LOSS","Knockout 
R1 (2:04)"
"Blair Geraghty","
Australia ",NA,"5'8"" FT / 175 CM","18 Y","Tiger Muay Thai","LOSS","Unanimous Decision 
R3 (3:00)"
"BM Fairtex","
Thailand ",NA,"5'7"" FT / 171 CM","20 Y","Fairtex Training Center","LOSS","Knockout 
R2 (1:48)"
"BM Fairtex","
Thailand ",NA,"5'7"" FT / 171 CM","20 Y","Fairtex Training Center","WIN","Unanimous Decision 
R3 (3:00)"
"BM Fairtex","
Thailand ",NA,"5'7"" FT / 171 CM","20 Y","Fairtex Training Center","LOSS","Knockout 
R3 (1:45)"
"Bobirjon Isroilov","
Uzbekistan ",NA,"5'8"" FT / 174 CM","25 Y","Flipside / Legion Fight Club","LOSS","Knockout 
R1 (0:34)"
"Boonchu Sor Boonmeerit","
Thailand ","121.47 LBS / 55.1 KG","5'10"" FT / 178 CM","20 Y","Sor Boonmeerit","LOSS","Knockout 
R2 (0:21)"
"Brazil M Eakchat","
Thailand ","124.12 LBS / 56.3 KG","5'7"" FT / 171 CM","19 Y","Aekmuangnon","WIN","Split Decision 
R3 (3:00)"
"Brazil M Eakchat","
Thailand ","124.12 LBS / 56.3 KG","5'7"" FT / 171 CM","19 Y","Aekmuangnon","LOSS","Unanimous Decision 
R3 (3:00)"
"Brazil M Eakchat","
Thailand ","124.12 LBS / 56.3 KG","5'7"" FT / 171 CM","19 Y","Aekmuangnon","WIN","Unanimous Decision 
R3 (3:00)"
"Brett Pastore","
United States ","168.87 LBS / 76.6 KG","5'10"" FT / 178 CM","29 Y","Tiger Muay Thai","LOSS","Submission 
R2 (1:53)"
"Brett Pastore","
United States ","168.87 LBS / 76.6 KG","5'10"" FT / 178 CM","29 Y","Tiger Muay Thai","WIN","Unanimous Decision 
R3 (5:00)"
"Brooke Farrell","
Australia ","125 LBS / 56.7 KG","5'4"" FT / 165 CM","33 Y","Power House Phuket","LOSS","Knockout 
R1 (1:21)"
"Bryan Tee","
Singapore ","125 LBS / 56.7 KG","5'6"" FT / 168 CM","27 Y","Evolve MMA","LOSS","Knockout 
R1"
"Buakhiao Por Paoin","
Thailand ",NA,"5'9"" FT / 177 CM","22 Y","N&P Boxing Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Buakhiao Por Paoin","
Thailand ",NA,"5'9"" FT / 177 CM","22 Y","N&P Boxing Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Buakhiao Por Paoin","
Thailand ",NA,"5'9"" FT / 177 CM","22 Y","N&P Boxing Gym","LOSS","Knockout 
R1 (0:59)"
"Buakhiao Por Paoin","
Thailand ",NA,"5'9"" FT / 177 CM","22 Y","N&P Boxing Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Capitan Petchyindee","
Thailand ","144.62 LBS / 65.6 KG","5'6"" FT / 169 CM","31 Y","Petchyindee Academy","LOSS","Split Decision 
R3 (3:00)"
"Capitan Petchyindee","
Thailand ","144.62 LBS / 65.6 KG","5'6"" FT / 169 CM","31 Y","Petchyindee Academy","LOSS","Unanimous Decision 
R5 (5:00)"
"Capitan Petchyindee","
Thailand ","144.62 LBS / 65.6 KG","5'6"" FT / 169 CM","31 Y","Petchyindee Academy","WIN","Unanimous Decision 
R5 (3:00)"
"Capitan Petchyindee","
Thailand ","144.62 LBS / 65.6 KG","5'6"" FT / 169 CM","31 Y","Petchyindee Academy","WIN","Knockout 
R2 (1:56)"
"Capitan Petchyindee","
Thailand ","144.62 LBS / 65.6 KG","5'6"" FT / 169 CM","31 Y","Petchyindee Academy","WIN","Knockout 
R1 (0:06)"
"Carlos Prates","
Brazil ","184.97 LBS / 83.9 KG","6'0"" FT / 183 CM","31 Y","Tiger Muay Thai","WIN","Unanimous Decision 
R3"
"Carlos Prates","
Brazil ","184.97 LBS / 83.9 KG","6'0"" FT / 183 CM","31 Y","Tiger Muay Thai","LOSS","Unanimous Decision 
R3"
"Carlos Prates","
Brazil ","184.97 LBS / 83.9 KG","6'0"" FT / 183 CM","31 Y","Tiger Muay Thai","WIN","TKO 
R2"
"Celest Hansen","
Australia ",NA,"5'3"" FT / 162 CM","30 Y","Fairtex Training Center","WIN","Unanimous Decision 
R3 (3:00)"
"Celest Hansen","
Australia ",NA,"5'3"" FT / 162 CM","30 Y","Fairtex Training Center","LOSS","Split Decision 
R3 (3:00)"
"Celest Hansen","
Australia ",NA,"5'3"" FT / 162 CM","30 Y","Fairtex Training Center","LOSS","TKO 
R3 (1:01)"
"Celest Hansen","
Australia ",NA,"5'3"" FT / 162 CM","30 Y","Fairtex Training Center","LOSS","Unanimous Decision 
R3 (3:00)"
"Celest Hansen","
Australia ",NA,"5'3"" FT / 162 CM","30 Y","Fairtex Training Center","WIN","Split Decision 
R3 (3:00)"
"Celest Hansen","
Australia ",NA,"5'3"" FT / 162 CM","30 Y","Fairtex Training Center","WIN","TKO 
R3 (2:36)"
"Chabakaew Sor KanJanchai","
Thailand ","113.76 LBS / 51.6 KG","5'1"" FT / 157 CM","18 Y","Luk Chaomae Saithong","WIN","Split Decision 
R3 (3:00)"
"Chabakaew Sor KanJanchai","
Thailand ","113.76 LBS / 51.6 KG","5'1"" FT / 157 CM","18 Y","Luk Chaomae Saithong","LOSS","Unanimous Decision 
R3 (3:00)"
"Chabakaew Sor KanJanchai","
Thailand ","113.76 LBS / 51.6 KG","5'1"" FT / 157 CM","18 Y","Luk Chaomae Saithong","WIN","Unanimous Decision 
R3 (3:00)"
"Chai Sor Sor ToiPadriew","
Thailand ","129.85 LBS / 58.9 KG","5'6"" FT / 170 CM","26 Y",NA,"LOSS","Knockout 
R2 (2:43)"
"Chai Sor Sor ToiPadriew","
Thailand ","129.85 LBS / 58.9 KG","5'6"" FT / 170 CM","26 Y",NA,"WIN","Knockout 
R2 (1:25)"
"Chalamdam Sor Boonmeerit","
Thailand ",NA,"5'5"" FT / 167 CM","23 Y","Sor Boonmeerit","WIN","TKO 
R3 (1:57)"
"Chalamkhao Jitmuangnon","
Thailand ",NA,NA,"17 Y","Jitmuangnon Gym","LOSS","TKO 
R2 (0:48)"
"Chalamkhao PK Saenchai","
Thailand ",NA,NA,NA,NA,"LOSS","Unanimous Decision 
R3 (3:00)"
"Chalamkhao PK Saenchai","
Thailand ",NA,NA,NA,NA,"LOSS","Unanimous Decision 
R3 (3:00)"
"Chalamkhao PK Saenchai","
Thailand ",NA,NA,NA,NA,"WIN","Unanimous Decision 
R3 (3:00)"
"Chalarm Paranchai","
Thailand ",NA,"5'7"" FT / 171 CM","29 Y","Paranchai","WIN","Majority Decision 
R3 (3:00)"
"Chalarmdam Nayokatasala","
Thailand ",NA,"5'4"" FT / 165 CM","18 Y","Sor Chokmeechai","LOSS","Knockout 
R1 (2:54)"
"Chalawan Ngorbangkapi","
Thailand ",NA,"5'6"" FT / 168 CM","30 Y","Sor Sommai","LOSS","Knockout 
R2 (1:48)"
"Chalawan Ngorbangkapi","
Thailand ",NA,"5'6"" FT / 168 CM","30 Y","Sor Sommai","WIN","Knockout 
R3 (0:27)"
"Chalawan Ngorbangkapi","
Thailand ",NA,"5'6"" FT / 168 CM","30 Y","Sor Sommai","LOSS","Knockout 
R1 (1:45)"
"Chalawan Ngorbangkapi","
Thailand ",NA,"5'6"" FT / 168 CM","30 Y","Sor Sommai","WIN","Knockout 
R2 (1:24)"
"Chalawan Ngorbangkapi","
Thailand ",NA,"5'6"" FT / 168 CM","30 Y","Sor Sommai","LOSS","Knockout 
R1 (1:55)"
"Chalie Singha Mawynn","
Thailand ",NA,"5'6"" FT / 170 CM","21 Y","Singha Mawynn Muay Thai","LOSS","Unanimous Decision 
R3 (3:00)"
"Chalie Singha Mawynn","
Thailand ",NA,"5'6"" FT / 170 CM","21 Y","Singha Mawynn Muay Thai","WIN","Knockout 
R2 (2:28)"
"Chalongsuk Jacksonmuaythai","
Thailand ","131.4 LBS / 59.6 KG","5'6"" FT / 168 CM","36 Y","Jackson Muay Thai Gym","LOSS","Knockout 
R2 (0:54)"
"Chama Superbon Training Camp","
Thailand ","146.61 LBS / 66.5 KG","5'7"" FT / 172 CM","25 Y","Superbon Training Camp","WIN","Unanimous Decision 
R3 (3:00)"
"Champangarm Por Pramuk","
Thailand ",NA,"5'4"" FT / 165 CM","25 Y","Por Pramuk","LOSS","Knockout 
R1 (2:21)"
"Chanajon PK Saenchai","
Thailand ",NA,"5'10"" FT / 180 CM","36 Y","PK Saenchai Muaythaigym","LOSS","Unanimous Decision 
R3 (3:00)"
"Chanajon PK Saenchai","
Thailand ",NA,"5'10"" FT / 180 CM","36 Y","PK Saenchai Muaythaigym","LOSS","Knockout 
R2 (1:43)"
"Chanajon PK Saenchai","
Thailand ",NA,"5'10"" FT / 180 CM","36 Y","PK Saenchai Muaythaigym","WIN","Split Decision 
R3 (3:00)"
"Chanajon PK Saenchai","
Thailand ",NA,"5'10"" FT / 180 CM","36 Y","PK Saenchai Muaythaigym","WIN","Knockout 
R2 (0:28)"
"Chanajon PK Saenchai","
Thailand ",NA,"5'10"" FT / 180 CM","36 Y","PK Saenchai Muaythaigym","WIN","Unanimous Decision 
R3 (3:00)"
"Changthong M U Den","
Thailand ",NA,"5'9"" FT / 176 CM","20 Y","FA Group / M U Den","LOSS","Knockout 
R2 (2:03)"
"Chaongoh Jitmuangnon","
Thailand ",NA,"5'4"" FT / 165 CM","22 Y","Jitmuangnon Gym","LOSS","Knockout 
R2 (1:30)"
"Chaongoh Jitmuangnon","
Thailand ",NA,"5'4"" FT / 165 CM","22 Y","Jitmuangnon Gym","WIN","TKO 
R1 (1:07)"
"Chartpayak Saksatoon","
Thailand ",NA,"5'6"" FT / 168 CM","26 Y","Kiatpetch","WIN","Knockout 
R2 (0:28)"
"Chartpayak Saksatoon","
Thailand ",NA,"5'6"" FT / 168 CM","26 Y","Kiatpetch","WIN","Knockout 
R1 (1:08)"
"Chartpayak Saksatoon","
Thailand ",NA,"5'6"" FT / 168 CM","26 Y","Kiatpetch","WIN","Knockout 
R1 (2:04)"
"Chartpayak Saksatoon","
Thailand ",NA,"5'6"" FT / 168 CM","26 Y","Kiatpetch","WIN","Knockout 
R1 (1:00)"
"Chatanan Sor Jor Joyprajin","
Thailand ",NA,"5'7"" FT / 172 CM","21 Y","An Sukhumvit","LOSS","Knockout 
R1 (2:33)"
"Chatanan Sor Jor Joyprajin","
Thailand ",NA,"5'7"" FT / 172 CM","21 Y","An Sukhumvit","WIN","Knockout 
R2 (2:39)"
"Chatanan Sor Jor Joyprajin","
Thailand ",NA,"5'7"" FT / 172 CM","21 Y","An Sukhumvit","WIN","TKO 
R2 (2:41)"
"Chatpichit Sor Sor Toipadriew","
Thailand ","112.66 LBS / 51.1 KG","5'2"" FT / 160 CM","25 Y","SorSorToipadriew","WIN","Unanimous Decision 
R3 (3:00)"
"Chatpichit Sor Sor Toipadriew","
Thailand ","112.66 LBS / 51.1 KG","5'2"" FT / 160 CM","25 Y","SorSorToipadriew","WIN","Unanimous Decision 
R3 (3:00)"
"Chatpichit Sor Sor Toipadriew","
Thailand ","112.66 LBS / 51.1 KG","5'2"" FT / 160 CM","25 Y","SorSorToipadriew","LOSS","Unanimous Decision 
R3 (3:00)"
"Chatpichit Sor Sor Toipadriew","
Thailand ","112.66 LBS / 51.1 KG","5'2"" FT / 160 CM","25 Y","SorSorToipadriew","WIN","Unanimous Decision 
R3 (3:00)"
"Chellina Chirino","
Curaçao / Netherlands ",NA,"5'5"" FT / 166 CM","25 Y","Days Gym / Tiger Muay Thai","LOSS","Unanimous Decision 
R3 (3:00)"
"Chellina Chirino","
Curaçao / Netherlands ",NA,"5'5"" FT / 166 CM","25 Y","Days Gym / Tiger Muay Thai","LOSS","Knockout 
R1 (1:44)"
"Chellina Chirino","
Curaçao / Netherlands ",NA,"5'5"" FT / 166 CM","25 Y","Days Gym / Tiger Muay Thai","LOSS","Split Decision 
R3 (3:00)"
"Chen Jia Yi","
China ","134.92 LBS / 61.2 KG","5'10"" FT / 180 CM","23 Y","Anhui Tianxia Huihuang Fight Club","WIN","Unanimous Decision 
R3"
"Chen Jiayi","
China ",NA,"5'10"" FT / 180 CM","23 Y","Anhui Tianxia Huihiang Fight Club","LOSS","TKO 
R2 (2:45)"
"Chloe Cooke","
United Kingdom ","113.32 LBS / 51.4 KG","5'2"" FT / 158 CM","24 Y","Team Underground","LOSS","Unanimous Decision 
R3 (5:00)"
"Chokdee Maxjandee","
Thailand ",NA,"5'2"" FT / 160 CM","26 Y","Sor Sommai","LOSS","Knockout 
R2 (1:10)"
"Chokdee Maxjandee","
Thailand ",NA,"5'2"" FT / 160 CM","26 Y","Sor Sommai","LOSS","Knockout 
R2 (2:39)"
"Chokdee Maxjandee","
Thailand ",NA,"5'2"" FT / 160 CM","26 Y","Sor Sommai","WIN","Knockout 
R2 (0:48)"
"Chokdee Maxjandee","
Thailand ",NA,"5'2"" FT / 160 CM","26 Y","Sor Sommai","LOSS","Knockout 
R2 (1:45)"
"Chokdee Maxjandee","
Thailand ",NA,"5'2"" FT / 160 CM","26 Y","Sor Sommai","LOSS","Unanimous Decision 
R3 (3:00)"
"Chokdee Maxjandee","
Thailand ",NA,"5'2"" FT / 160 CM","26 Y","Sor Sommai","WIN","TKO 
R3 (2:48)"
"Chokdee Maxjandee","
Thailand ",NA,"5'2"" FT / 160 CM","26 Y","Sor Sommai","WIN","Unanimous Decision 
R3 (3:00)"
"Chokpreecha PK Saenchai","
Thailand ","123.9 LBS / 56.2 KG","5'3"" FT / 161 CM","32 Y","PK Saenchai Muaythaigym","WIN","Majority Decision 
R3 (3:00)"
"Chokpreecha PK Saenchai","
Thailand ","123.9 LBS / 56.2 KG","5'3"" FT / 161 CM","32 Y","PK Saenchai Muaythaigym","WIN","Knockout 
R1 (1:44)"
"Chokpreecha PK Saenchai","
Thailand ","123.9 LBS / 56.2 KG","5'3"" FT / 161 CM","32 Y","PK Saenchai Muaythaigym","WIN","Unanimous Decision 
R3 (3:00)"
"Chorfah Tor Sangtiennoi","
Thailand ","131.62 LBS / 59.7 KG","5'6"" FT / 170 CM","30 Y","Sangtiennoi Gym","WIN","Knockout 
R2 (0:57)"
"Chorfah Tor Sangtiennoi","
Thailand ","131.62 LBS / 59.7 KG","5'6"" FT / 170 CM","30 Y","Sangtiennoi Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Chorfah Tor Sangtiennoi","
Thailand ","131.62 LBS / 59.7 KG","5'6"" FT / 170 CM","30 Y","Sangtiennoi Gym","WIN","Knockout 
R2 (0:30)"
"Chorfah Tor Sangtiennoi","
Thailand ","131.62 LBS / 59.7 KG","5'6"" FT / 170 CM","30 Y","Sangtiennoi Gym","LOSS","Knockout 
R2 (0:13)"
"Chorfah Tor Sangtiennoi","
Thailand ","131.62 LBS / 59.7 KG","5'6"" FT / 170 CM","30 Y","Sangtiennoi Gym","WIN","Split Decision 
R3 (3:00)"
"Chorfah Tor Sangtiennoi","
Thailand ","131.62 LBS / 59.7 KG","5'6"" FT / 170 CM","30 Y","Sangtiennoi Gym","LOSS","Unanimous Decision 
R3 (3:00)"
"Chorfah Tor Sangtiennoi","
Thailand ","131.62 LBS / 59.7 KG","5'6"" FT / 170 CM","30 Y","Sangtiennoi Gym","LOSS","TKO 
R1 (2:29)"
